Provider ID,Hospital Name,Summary star rating,ZIP Code,City,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,MORT_30_AMI,PSI_11_POST_RESP,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,PSI_4_SURG_COMP,PSI_14_POSTOP_DEHIS,PSI_6_IAT_PTX,MORT_30_STK,PSI_8_POST_HIP,PSI_13_POST_SEPSIS,PSI_15_ACC_LAC,PSI_90_SAFETY,MORT_30_HF,PSI_3_ULCER,COMP_HIP_KNEE,MORT_30_PN,MORT_30_COPD,PSI_9_POST_HEM,HAI_2_SIR,HAI_6_SIR,HAI_3_SIR,HAI_5_SIR,HAI_4_SIR,HAI_1_SIR,READM_30_PN,READM_30_HF,EDAC_30_HF,READM_30_STK,READM_30_AMI,READM_30_COPD,READM_30_CABG,EDAC_30_AMI,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,MSPB_1,OP_10,OP_13,OP_11,OP_14,OP_8,OP_9,OP_25,OP_17,OP_12,SM_SS_CHECK,SM_PART_GEN_SURG,SM_PART_NURSE,ACS_REGISTRY,OP_4,OP_22,OP_5,OP_21,OP_20
10097,ELMORE COMMUNITY HOSPITAL,4,36092,WETUMPKA,AL,Acute Care Hospitals,Government - State,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,,,,,,,,,0.39,,0.1,,,0.99,11.0,0.23,,15.2,8.5,,,,,,,,16.7,21.7,-9.8,,,19.6,,,15.0,,0.97,12.2,,,,,8.6,Yes,No,No,Y,N,N,,91.0,2.0,8.0,47.0,19.0
10099,D W MCMILLAN MEMORIAL HOSPITAL,3,36426,BREWTON,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Below the national average,15.2,10.89,4.14,,1.12,,2.22,0.39,16.2,0.1,5.76,0.87,0.95,12.3,0.21,,21.8,7.6,4.66,,2.045,,,,,16.3,19.9,-9.4,,,21.6,,,15.7,,1.02,19.2,0.9,2.1,,42.0,11.0,Yes,Yes,No,Y,N,N,,86.0,2.0,6.0,52.0,35.0
10100,THOMAS HOSPITAL,4,36532,FAIRHOPE,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,12.6,9.33,4.71,3.9,1.01,138.33,2.7,0.38,13.4,0.1,5.12,0.83,0.86,12.2,0.11,2.9,15.9,8.3,3.56,0.6990000000000001,0.193,0.922,1.061,0.0,0.748,17.7,22.1,4.3,10.7,15.9,17.8,14.1,4.7,16.3,4.8,0.96,20.5,,1.4,2.3,45.5,9.1,Yes,Yes,Yes,Y,N,N,,,3.0,,37.0,30.0
10101,CITIZENS BAPTIST MEDICAL CENTER,3,35161,TALLADEGA,AL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Same as the national average,,,3.99,,,,,0.38,14.4,0.1,,,0.97,12.9,0.25,,19.5,7.4,4.63,,0.495,,,,,16.5,22.3,-16.5,12.6,,19.0,,,15.4,,1.0,8.4,6.0,6.0,0.7,,5.1,Yes,Yes,Yes,Y,N,N,,97.0,2.0,5.0,55.0,18.0
10103,PRINCETON BAPTIST MEDICAL CENTER,3,35211,BIRMINGHAM,AL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,16.9,8.03,4.61,4.4,1.37,143.77,1.96,0.33,15.6,0.11,5.43,0.78,0.94,12.0,0.5,2.4,19.9,7.4,4.61,1.349,0.826,0.0,0.6859999999999999,,1.196,14.9,23.5,44.9,12.6,17.4,18.6,15.3,32.2,15.6,4.4,1.01,11.3,,6.5,,43.9,4.0,Yes,Yes,Yes,Y,N,N,,,2.0,,95.0,34.0
10104,GRANDVIEW MEDICAL CENTER,3,35243,BIRMINGHAM,AL,Acute Care Hospitals,Proprietary,Yes,Y,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,14.4,13.55,5.21,4.2,0.91,171.21,2.04,0.4,16.8,0.09,5.31,0.8,1.04,12.1,0.11,3.6,17.5,9.0,6.46,0.45899999999999996,0.38799999999999996,0.0,0.779,0.0,0.431,17.5,20.2,-2.8,12.1,16.0,22.8,14.0,19.7,15.7,4.7,1.01,7.4,,1.3,2.2,38.1,7.0,Yes,Yes,Yes,Y,N,N,,,3.0,,49.0,20.0
10108,PRATTVILLE BAPTIST HOSPITAL,4,36067,PRATTVILLE,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,13.6,,4.08,,,,,0.38,15.4,0.1,,,0.98,8.7,0.17,,17.2,6.3,4.69,0.0,0.9590000000000001,1.9509999999999998,,,,17.1,20.6,-20.2,11.9,16.0,18.9,,-27.5,14.8,,0.94,5.7,,0.0,,50.0,5.6,Yes,Yes,Yes,Y,N,N,,96.0,3.0,11.0,74.0,31.0
10112,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,2,36732,DEMOPOLIS,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,,4.24,,,,,0.38,,0.1,,,0.98,11.0,0.21,,15.8,8.4,4.7,,1.218,,,,,17.6,23.3,20.5,,,19.1,,,16.3,,1.04,10.1,0.0,10.4,,38.8,1.1,Yes,Yes,Yes,Y,N,N,,88.0,2.0,28.0,50.0,28.0
10113,MOBILE INFIRMARY MEDICAL CENTER,4,36652,MOBILE,AL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,14.5,11.85,8.32,4.6,0.92,145.75,1.82,0.51,13.6,0.1,5.03,0.72,1.15,11.5,0.19,3.5,17.9,7.6,7.22,1.025,0.59,0.747,0.8270000000000001,0.0,1.86,17.8,23.1,33.1,13.8,16.0,21.8,12.9,10.8,16.6,4.4,0.97,62.7,,0.2,1.3,43.6,8.9,Yes,Yes,Yes,Y,N,N,,,3.0,,77.0,14.0
10114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",3,35021,BESSEMER,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,12.8,9.74,5.71,,1.09,,2.17,0.42,12.5,0.1,5.29,0.85,1.08,11.2,0.81,3.4,17.5,7.2,4.21,0.9279999999999999,0.483,0.268,4.946000000000001,,1.9169999999999998,16.5,22.9,4.2,11.9,16.7,17.9,,35.6,14.4,4.0,0.98,5.2,9.8,0.0,2.2,61.2,11.4,Yes,Yes,Yes,Y,N,N,,98.0,2.0,8.0,43.0,18.0
10118,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,2,36701,SELMA,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,14.8,9.04,3.58,,1.07,,2.8,0.35,14.4,0.1,5.34,0.85,0.83,10.2,0.11,,16.6,8.9,4.39,0.39799999999999996,0.682,0.0,,,,18.2,24.1,-8.2,13.2,18.2,18.6,,28.4,15.2,,0.95,4.0,3.5,1.0,1.6,43.3,7.2,Yes,Yes,Yes,Y,N,N,,100.0,2.0,7.0,30.0,15.0
10120,MONROE COUNTY HOSPITAL,4,36460,MONROEVILLE,AL,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Same as the national average,,,,,,,,0.39,13.8,0.1,,,0.99,12.9,0.23,,20.4,9.6,,,0.68,,,,,18.7,20.6,-33.4,11.6,,20.6,,,14.7,,1.04,17.6,7.1,2.1,1.1,,16.9,Yes,Yes,Yes,Y,N,N,,99.0,3.0,9.0,54.0,28.0
10125,LAKELAND COMMUNITY HOSPITAL,3,35565,HALEYVILLE,AL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Above the national average,,Above the national average,Same as the national average,Above the national average,Same as the national average,,,,,,,,0.39,15.0,0.1,,,0.99,12.8,0.22,,11.5,7.2,,,0.466,,,,,12.9,21.2,-9.5,12.4,,18.2,,,14.1,,0.88,13.2,2.1,,1.0,,10.3,Yes,Yes,Yes,Y,N,N,,95.0,1.0,0.0,22.0,4.0
10126,TROY REGIONAL MEDICAL CENTER,3,36081,TROY,AL,Acute Care Hospitals,Government - Federal,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,,12.92,4.04,,1.11,,2.84,0.39,14.2,0.1,5.79,0.87,1.0,12.4,0.21,,18.5,8.4,4.68,,0.0,,,,,16.0,23.0,15.0,11.8,,21.4,,,15.6,,0.99,17.5,0.0,10.5,0.4,,4.0,Yes,Yes,Yes,Y,N,N,,87.0,2.0,0.0,51.0,34.0
10128,JACKSON MEDICAL CENTER,4,36545,JACKSON,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,0.39,,0.1,,,1.0,14.0,0.24,,16.7,8.2,,,,,,,,16.3,21.8,1.1,,,18.4,,,15.1,,0.93,18.0,,,,,7.9,Yes,No,Yes,Y,N,N,,98.0,4.0,14.0,70.0,41.0
10129,NORTH BALDWIN INFIRMARY,4,36507,BAY MINETTE,AL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,Same as the national average,Same as the national average,,,,4.82,,,,,0.39,,0.1,,0.87,0.99,12.7,0.23,,19.0,7.8,5.03,,0.325,,,,,17.4,22.8,16.3,,,20.6,,,16.4,,0.87,25.0,,6.0,,,7.8,Yes,Yes,Yes,Y,N,N,,94.0,2.0,5.0,82.0,28.0
10130,ST VINCENT'S ST CLAIR,4,35125,PELL CITY,AL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Below the national average,13.2,,4.22,,1.11,,,0.45,14.0,0.1,,,0.96,11.0,0.21,,14.1,8.7,4.71,,0.871,,,,,18.3,21.7,14.3,12.6,,18.4,,,15.8,,0.85,18.5,,21.7,0.3,,8.1,Yes,Yes,Yes,Y,N,Y,,90.0,3.0,5.0,54.0,29.0
10131,CRESTWOOD MEDICAL CENTER,3,35801,HUNTSVILLE,AL,Acute Care Hospitals,Proprietary,Yes,Y,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,12.9,15.62,3.9,,1.07,145.65,2.09,0.31,15.2,0.1,5.1,1.23,0.98,12.2,0.09,3.1,16.9,9.1,4.04,1.3319999999999999,0.78,1.589,0.626,5.0760000000000005,2.385,17.7,23.7,42.5,12.2,16.0,20.4,,-0.6,16.2,5.5,0.97,5.9,,0.0,3.5,39.2,5.8,Yes,Yes,Yes,Y,N,N,,,3.0,,99.0,64.0
10139,BROOKWOOD BAPTIST MEDICAL CENTER,3,35209,BIRMINGHAM,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,12.3,,3.93,3.4,,150.07,2.65,0.38,14.2,0.09,,0.81,0.95,13.8,0.09,3.6,16.7,7.6,4.8,0.725,0.506,0.644,1.037,0.295,1.989,17.0,21.2,33.8,12.7,17.6,21.3,14.9,22.4,16.3,4.8,1.02,10.6,5.1,0.0,1.1,,,Yes,Yes,Yes,Y,N,Y,,,1.0,,46.0,16.0
10144,SPRINGHILL MEMORIAL HOSPITAL,3,36608,MOBILE,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,14.5,14.87,5.74,3.8,0.96,136.77,2.15,0.47,15.0,0.1,4.84,0.85,1.07,10.2,0.1,2.4,16.7,7.4,5.66,1.126,0.514,1.329,0.574,0.6659999999999999,0.862,19.1,21.0,36.4,15.3,16.9,20.1,14.8,18.2,16.1,4.2,0.96,36.0,3.4,0.2,1.1,,6.1,Yes,Yes,Yes,Y,N,Y,,,4.0,,73.0,32.0
10148,EVERGREEN MEDICAL CENTER,4,36401,EVERGREEN,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,,,,,,,0.39,14.5,0.1,,,0.99,11.7,0.22,,14.3,7.3,,,0.0,,,,,18.0,20.8,-23.9,13.1,,19.3,,,15.9,,0.88,6.4,,7.9,,,,Yes,Yes,Yes,Y,N,N,,96.0,2.0,10.0,76.0,40.0
10149,BAPTIST MEDICAL CENTER EAST,4,36117,MONTGOMERY,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,11.9,9.14,3.21,,1.3,,2.16,0.35,12.2,0.12,6.32,0.84,0.87,12.0,0.11,,13.5,8.8,4.53,0.536,0.992,0.0,0.7709999999999999,0.395,0.9079999999999999,16.9,20.7,-1.7,11.5,16.5,19.1,,10.8,15.1,,0.94,6.3,,0.3,2.7,44.8,,Yes,Yes,Yes,Y,N,N,,98.0,3.0,9.0,78.0,16.0
10150,L V STABLER MEMORIAL HOSPITAL,4,36037,GREENVILLE,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,,11.02,4.11,,1.12,,,0.39,,0.1,5.8,,0.95,11.2,0.22,2.8,14.7,7.6,4.72,,0.0,,,,,17.2,21.0,10.7,,,18.5,,,14.7,4.4,0.96,5.4,,2.6,0.6,,4.8,Yes,No,No,Y,N,N,,100.0,3.0,4.0,74.0,21.0
10157,SHOALS HOSPITAL,3,35661,MUSCLE SHOALS,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,,,4.59,,,,2.2,0.44,15.8,0.1,,0.87,1.01,11.7,0.2,3.1,15.4,10.0,4.91,,0.907,,,,,17.3,22.7,-19.9,12.5,,20.0,,,15.8,3.9,1.09,20.0,,3.4,,44.8,25.4,Yes,Yes,Yes,Y,N,N,,97.0,2.0,7.0,37.0,13.0
10158,RUSSELLVILLE HOSPITAL,4,35653,RUSSELLVILLE,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,,10.19,3.99,,1.11,,,0.38,16.7,0.1,5.6,,0.91,11.9,0.2,3.8,17.0,8.4,4.65,,0.0,,,,,18.8,22.7,11.7,12.2,,18.8,,,14.7,4.7,1.03,15.2,2.0,11.3,,53.8,14.0,Yes,Yes,Yes,Y,N,N,,100.0,1.0,1.0,30.0,10.0
10164,COOSA VALLEY MEDICAL CENTER,3,35150,SYLACAUGA,AL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,14.4,13.67,5.03,,1.11,,2.17,0.38,13.9,0.1,7.12,0.86,1.11,13.3,0.18,3.8,19.8,8.1,4.86,0.0,1.194,,,,,18.2,20.6,13.0,12.0,15.9,18.0,,-24.3,15.1,5.3,1.01,1.6,6.0,1.3,1.9,46.6,6.6,Yes,Yes,Yes,Y,N,N,,100.0,1.0,7.0,52.0,26.0
10168,JACK HUGHSTON MEMORIAL HOSPITAL,4,36867,PHENIX CITY,AL,Acute Care Hospitals,Government - State,Yes,Y,,Above the national average,Same as the national average,Same as the national average,Same as the national average,,,9.26,4.35,,1.08,,,0.38,,0.1,4.83,,0.86,,0.19,3.3,,,4.37,,0.0,,,,,16.1,22.0,-29.7,,,,,,16.2,4.3,0.97,0.9,,,,,,Yes,Yes,Yes,Y,N,N,,,3.0,,63.0,34.0
10169,ATMORE COMMUNITY HOSPITAL,4,36502,ATMORE,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,,,,4.17,,,,,0.45,14.9,0.1,,,0.98,10.6,0.19,,14.3,7.6,4.72,,0.0,,,,,17.3,19.0,-18.7,12.8,,20.1,,,15.4,,0.9,22.9,5.9,,,,13.5,Yes,Yes,Yes,Y,N,N,,91.0,7.0,6.0,52.0,31.0
11305,ST VINCENTS BLOUNT,4,35121,ONEONTA,AL,Critical Access Hospitals,Voluntary non-profit - Private,No,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,,,,,,10.6,,,16.4,7.6,,,1.55,,,,,17.3,22.2,12.4,,,18.6,,,15.7,,,6.4,,2.3,,,10.2,Yes,Yes,Yes,Y,N,Y,,95.0,4.0,6.0,54.0,29.0
20001,PROVIDENCE ALASKA MEDICAL CENTER,3,99508,ANCHORAGE,AK,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,12.6,10.14,4.93,3.1,1.28,122.22,2.01,0.28,14.5,0.1,6.63,0.77,0.98,13.9,0.07,3.0,18.8,9.0,6.11,2.2880000000000003,0.909,0.35,0.445,0.0,0.7509999999999999,14.6,17.5,-14.4,9.9,14.9,18.7,12.3,4.4,13.2,4.1,0.91,4.6,,0.0,0.2,48.6,,Yes,Yes,Yes,Y,Y,Y,,,1.0,,51.0,35.0
20006,MAT-SU REGIONAL MEDICAL CENTER,3,99645,PALMER,AK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,14.3,15.19,5.2,,1.09,,2.13,0.37,15.2,0.1,6.01,0.85,1.09,13.7,0.17,3.6,16.6,9.2,4.27,1.444,0.35700000000000004,0.0,,,0.0,16.8,21.4,28.3,12.0,16.5,18.9,,-14.8,16.1,4.7,0.8,5.6,,0.7,2.0,,15.6,Yes,No,No,Y,N,N,,100.0,2.0,5.0,53.0,31.0
20008,BARTLETT REGIONAL HOSPITAL,4,99801,JUNEAU,AK,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,,,4.05,,,,,0.39,14.5,0.1,,,0.98,13.4,0.22,2.4,21.2,10.9,4.71,,0.589,,,,,17.0,22.3,33.4,11.9,,18.8,,,15.4,3.9,0.9,2.8,,0.0,,,12.6,Yes,Yes,Yes,Y,N,N,,100.0,1.0,6.0,46.0,24.0
20012,FAIRBANKS MEMORIAL HOSPITAL,4,99701,FAIRBANKS,AK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,12.4,12.45,4.51,,1.09,,2.77,0.42,15.7,0.1,5.27,0.86,1.0,11.7,0.18,2.8,18.3,7.9,5.84,1.515,0.37,0.0,,,1.9569999999999999,15.8,19.2,-28.9,12.1,15.4,19.5,,-38.7,14.6,3.9,0.83,4.6,5.5,0.7,0.2,52.3,4.6,Yes,Yes,Yes,Y,N,Y,,,0.0,,48.0,8.0
20017,ALASKA REGIONAL HOSPITAL,3,99508,ANCHORAGE,AK,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,,11.7,9.25,3.76,2.3,0.95,123.85,2.16,0.57,14.7,0.1,7.65,0.83,0.96,11.7,0.12,3.0,19.0,9.0,3.95,0.36700000000000005,1.038,0.877,2.4,,0.0,16.5,20.1,-20.4,11.9,16.0,20.9,13.8,-6.9,13.8,4.4,0.89,9.2,,0.0,0.5,,10.3,Yes,Yes,Yes,Y,N,N,,,0.0,,36.0,9.0
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,2,99559,BETHEL,AK,Acute Care Hospitals,Tribal,Yes,Y,Same as the national average,,Same as the national average,,,,,,,,,,,0.4,,0.1,,,1.0,12.6,0.25,,13.3,7.5,,,,,,,,15.1,21.1,3.3,,,18.9,,,14.6,,0.77,,,,,,,,,,Y,N,N,,,,,,
20026,ALASKA NATIVE MEDICAL CENTER,3,99508,ANCHORAGE,AK,Acute Care Hospitals,Government - Federal,Yes,Y,Same as the national average,Below the national average,Same as the national average,Below the national average,,,14.1,14.32,3.94,,1.09,145.4,2.12,0.46,15.3,0.1,6.53,1.27,1.15,11.9,0.55,3.4,16.5,6.6,5.46,1.9409999999999998,1.139,0.0,1.75,,0.48100000000000004,17.2,23.5,74.4,12.0,15.8,18.7,,-26.0,14.9,4.0,0.9,,,,,,,,,,Y,Y,Y,,,,,73.0,45.0
20024,CENTRAL PENINSULA GENERAL HOSPITAL,3,99669,SOLDOTNA,AK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,13.3,11.07,5.59,,1.11,,2.21,0.38,17.1,0.1,5.54,0.87,1.01,11.9,0.19,3.2,16.7,7.9,5.86,,2.167,,,,,17.2,23.7,40.9,13.0,,19.8,,,16.0,5.6,0.87,10.7,1.0,0.3,1.6,41.7,8.3,Yes,Yes,Yes,Y,N,Y,,99.0,1.0,9.0,62.0,44.0
21306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,5,99615,KODIAK,AK,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,,,Same as the national average,,,,,,,,,,,,,,,,,,,,18.1,8.0,,,,,,,,16.4,,,,,,,,15.4,,,,,,0.0,,22.9,,,,,,,,,,,,
21311,PEACEHEALTH KETCHIKAN MEDICAL CENTER,3,99901,KETCHIKAN,AK,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,,,Same as the national average,Same as the national average,Same as the national average,,,,,,,,,,14.3,,,,,13.0,,3.1,15.1,8.1,,,0.0,,,,,16.0,21.2,-3.0,11.9,,20.4,,,15.0,4.5,,7.9,2.1,0.6,0.7,,3.1,Yes,No,No,Y,N,N,,90.0,2.0,9.0,30.0,22.0
21313,SOUTH PENINSULA HOSPITAL,4,99603,HOMER,AK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,,Same as the national average,,,,,,,,,,,,,,,,,,,,13.9,7.7,,,0.428,,,,,16.2,22.6,-20.1,,,19.2,,,15.0,,,7.8,,0.0,0.0,61.2,10.2,,,,,,,,100.0,,9.0,,
30001,ABRAZO MARYVALE CAMPUS,2,85031,PHOENIX,AZ,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,,,4.17,,,,,0.39,14.2,0.12,,,0.98,,0.21,,15.7,7.8,4.68,0.823,0.998,,,,0.0,16.1,,,,,21.0,,,14.2,,0.93,0.0,,,,,,Yes,Yes,Yes,Y,N,Y,,96.0,2.0,4.0,36.0,22.0
30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,3,85006,PHOENIX,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,12.8,15.68,3.08,2.8,1.44,133.4,4.37,0.62,15.6,0.09,6.06,1.06,1.16,10.5,0.61,3.4,15.0,7.7,4.02,0.389,0.63,1.1909999999999998,1.07,1.699,0.284,16.6,20.3,-9.0,11.7,15.5,18.8,13.6,3.6,14.7,4.7,0.97,19.6,5.7,0.0,,,10.2,Yes,Yes,Yes,Y,N,Y,,,3.0,,60.0,36.0
30006,TUCSON MEDICAL CENTER,2,85712,TUCSON,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,14.1,12.15,4.2,3.4,1.09,144.35,1.93,0.32,14.6,0.09,3.63,0.77,0.91,12.7,0.4,2.5,16.0,8.2,4.6,0.629,1.062,0.418,0.7390000000000001,0.332,1.208,15.0,20.4,-9.5,12.6,16.7,18.8,15.5,11.0,15.2,4.0,1.0,1.5,4.3,0.9,3.1,,11.0,Yes,Yes,Yes,Y,N,N,,,3.0,,53.0,37.0
30007,VERDE VALLEY MEDICAL CENTER,4,86326,COTTONWOOD,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,13.3,10.08,3.96,,1.08,133.18,2.16,0.4,13.5,0.1,6.38,0.85,0.92,11.5,0.13,2.4,14.1,9.1,4.52,0.0,1.8780000000000001,1.371,,,,14.8,18.7,-28.7,10.4,15.3,18.3,,-32.4,13.9,4.6,0.94,3.8,2.4,0.0,1.6,31.4,7.7,Yes,Yes,Yes,Y,N,N,,100.0,3.0,12.0,46.0,15.0
30010,ST. MARY'S HOSPITAL,2,85745,TUCSON,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,12.5,7.86,4.67,3.3,1.0,129.98,2.12,0.32,14.8,0.1,8.88,0.82,0.97,12.7,0.09,2.6,17.6,11.3,3.8,0.299,0.7440000000000001,1.834,0.579,,0.263,16.9,19.1,-5.1,10.4,15.2,20.3,12.8,-20.0,14.0,4.0,0.98,8.5,3.8,4.4,1.2,,7.2,Yes,Yes,Yes,Y,N,N,,,1.0,,77.0,22.0
30011,ST JOSEPH'S HOSPITAL,2,85711,TUCSON,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,14.0,10.27,3.91,,1.42,159.89,2.08,0.36,15.3,0.11,6.08,0.81,0.92,14.4,0.09,2.6,17.6,11.7,4.7,1.16,1.04,1.199,0.677,0.8079999999999999,0.473,16.6,20.8,3.7,12.8,16.4,18.5,,-7.4,14.6,3.9,1.01,1.6,3.0,0.0,,,,Yes,Yes,Yes,Y,N,N,,,3.0,,106.0,29.0
30012,YAVAPAI REGIONAL MEDICAL CENTER,3,86301,PRESCOTT,AZ,Acute Care Hospitals,Government - Local,Yes,Y,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,14.5,11.56,3.11,5.1,1.01,155.54,2.6,0.71,16.4,0.1,4.83,0.82,1.01,13.3,0.62,2.6,17.9,10.6,5.65,1.06,1.205,1.5190000000000001,,,0.7170000000000001,16.3,21.7,-4.8,10.2,15.3,19.3,17.4,-16.0,14.5,3.9,0.99,7.9,4.0,15.5,1.1,,10.3,Yes,No,Yes,Y,N,Y,,94.0,2.0,8.0,65.0,26.0
30013,YUMA REGIONAL MEDICAL CENTER,2,85364,YUMA,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,12.4,16.42,2.13,3.0,1.43,155.3,2.05,0.38,14.2,0.09,5.25,0.82,1.0,12.0,0.23,2.6,16.1,9.8,4.62,0.73,0.794,0.28300000000000003,1.194,,0.55,19.1,21.2,37.5,11.8,15.3,20.5,12.9,20.4,14.8,4.3,0.99,11.4,4.0,7.0,1.7,31.9,5.5,Yes,Yes,Yes,Y,Y,Y,,,2.0,,100.0,20.0
