Summary star rating,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,OP_12,SM_PART_NURSE,OP_17,SM_PART_GEN_SURG,SM_SS_CHECK,OP_25,MORT_30_PN,PSI_11_POST_RESP,PSI_6_IAT_PTX,PSI_13_POST_SEPSIS,COMP_HIP_KNEE,PSI_3_ULCER,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,MORT_30_STK,PSI_14_POSTOP_DEHIS,MORT_30_HF,PSI_90_SAFETY,PSI_15_ACC_LAC,MORT_30_COPD,PSI_8_POST_HIP,MORT_30_AMI,PSI_4_SURG_COMP,PSI_9_POST_HEM,HAI_1_SIR,HAI_3_SIR,HAI_2_SIR,HAI_4_SIR,HAI_5_SIR,HAI_6_SIR,EDAC_30_AMI,READM_30_AMI,EDAC_30_HF,READM_30_CABG,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,READM_30_COPD,READM_30_STK,READM_30_HF,READM_30_PN,MSPB_1,OP_10,OP_8,OP_13,OP_9,OP_14,OP_11,OP_20,OP_21,OP_22,OP_5,OP_4
2,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,15.8,,0.38,,,0.21,4.24,,,,,11.0,0.98,,8.4,0.1,,,4.7,,,,,,1.218,,,20.5,,16.3,,19.1,,23.3,17.6,1.04,10.1,38.8,0.0,1.1,,10.4,28.0,50.0,2.0,28.0,88.0
4,AL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Yes,N,Yes,N,Y,Yes,17.9,11.85,0.51,5.03,3.5,0.19,8.32,4.6,0.92,13.6,1.82,11.5,1.15,0.72,7.6,0.1,14.5,145.75,7.22,1.86,0.747,1.025,0.0,0.8270000000000001,0.59,10.8,16.0,33.1,12.9,16.6,4.4,21.8,13.8,23.1,17.8,0.97,62.7,43.6,,8.9,1.3,0.2,14.0,77.0,3.0,,
3,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.5,9.74,0.42,5.29,3.4,0.81,5.71,,1.09,12.5,2.17,11.2,1.08,0.85,7.2,0.1,12.8,,4.21,1.917,0.268,0.928,,4.9460000000000015,0.483,35.6,16.7,4.2,,14.4,4.0,17.9,11.9,22.9,16.5,0.98,5.2,61.2,9.8,11.4,2.2,0.0,18.0,43.0,2.0,8.0,98.0
2,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,16.6,9.04,0.35,5.34,,0.11,3.58,,1.07,14.4,2.8,10.2,0.83,0.85,8.9,0.1,14.8,,4.39,,0.0,0.398,,,0.682,28.4,18.2,-8.2,,15.2,,18.6,13.2,24.1,18.2,0.95,4.0,43.3,3.5,7.2,1.6,1.0,15.0,30.0,2.0,7.0,100.0
4,AL,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,20.4,,0.39,,,0.23,,,,13.8,,12.9,0.99,,9.6,0.1,,,,,,,,,0.68,,,-33.4,,14.7,,20.6,11.6,20.6,18.7,1.04,17.6,,7.1,16.9,1.1,2.1,28.0,54.0,3.0,9.0,99.0
3,AL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Above the national average,,Above the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,11.5,,0.39,,,0.22,,,,15.0,,12.8,0.99,,7.2,0.1,,,,,,,,,0.466,,,-9.5,,14.1,,18.2,12.4,21.2,12.9,0.88,13.2,,2.1,10.3,1.0,,4.0,22.0,1.0,0.0,95.0
3,AL,Acute Care Hospitals,Government - Federal,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,18.5,12.92,0.39,5.79,,0.21,4.04,,1.11,14.2,2.84,12.4,1.0,0.87,8.4,0.1,,,4.68,,,,,,0.0,,,15.0,,15.6,,21.4,11.8,23.0,16.0,0.99,17.5,,0.0,4.0,0.4,10.5,34.0,51.0,2.0,0.0,87.0
4,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,Yes,N,No,N,Y,Yes,16.7,,0.39,,,0.24,,,,,,14.0,1.0,,8.2,0.1,,,,,,,,,,,,1.1,,15.1,,18.4,,21.8,16.3,0.93,18.0,,,7.9,,,41.0,70.0,4.0,14.0,98.0
4,AL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Below the national average,Same as the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,19.0,,0.39,,,0.23,4.82,,,,,12.7,0.99,0.87,7.8,0.1,,,5.03,,,,,,0.325,,,16.3,,16.4,,20.6,,22.8,17.4,0.87,25.0,,,7.8,,6.0,28.0,82.0,2.0,5.0,94.0
4,AL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Below the national average,Yes,Y,Yes,N,Y,Yes,14.1,,0.45,,,0.21,4.22,,1.11,14.0,,11.0,0.96,,8.7,0.1,13.2,,4.71,,,,,,0.871,,,14.3,,15.8,,18.4,12.6,21.7,18.3,0.85,18.5,,,8.1,0.3,21.7,29.0,54.0,3.0,5.0,90.0
3,AL,Acute Care Hospitals,Proprietary,Yes,Y,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,16.9,15.62,0.31,5.1,3.1,0.09,3.9,,1.07,15.2,2.09,12.2,0.98,1.23,9.1,0.1,12.9,145.65,4.04,2.385,1.589,1.332,5.0760000000000005,0.626,0.78,-0.6,16.0,42.5,,16.2,5.5,20.4,12.2,23.7,17.7,0.97,5.9,39.2,,5.8,3.5,0.0,64.0,99.0,3.0,,
3,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.7,,0.38,,3.6,0.09,3.93,3.4,,14.2,2.65,13.8,0.95,0.81,7.6,0.09,12.3,150.07,4.8,1.989,0.644,0.725,0.295,1.037,0.506,22.4,17.6,33.8,14.9,16.3,4.8,21.3,12.7,21.2,17.0,1.02,10.6,,5.1,,1.1,0.0,16.0,46.0,1.0,,
3,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Yes,Y,Yes,N,Y,Yes,16.7,14.87,0.47,4.84,2.4,0.1,5.74,3.8,0.96,15.0,2.15,10.2,1.07,0.85,7.4,0.1,14.5,136.77,5.66,0.862,1.329,1.126,0.6659999999999999,0.574,0.514,18.2,16.9,36.4,14.8,16.1,4.2,20.1,15.3,21.0,19.1,0.96,36.0,,3.4,6.1,1.1,0.2,32.0,73.0,4.0,,
4,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,14.3,,0.39,,,0.22,,,,14.5,,11.7,0.99,,7.3,0.1,,,,,,,,,0.0,,,-23.9,,15.9,,19.3,13.1,20.8,18.0,0.88,6.4,,,,,7.9,40.0,76.0,2.0,10.0,96.0
4,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,13.5,9.14,0.35,6.32,,0.11,3.21,,1.3,12.2,2.16,12.0,0.87,0.84,8.8,0.12,11.9,,4.53,0.908,0.0,0.536,0.395,0.7709999999999999,0.992,10.8,16.5,-1.7,,15.1,,19.1,11.5,20.7,16.9,0.94,6.3,44.8,,,2.7,0.3,16.0,78.0,3.0,9.0,98.0
4,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,No,N,No,N,Y,Yes,14.7,11.02,0.39,5.8,2.8,0.22,4.11,,1.12,,,11.2,0.95,,7.6,0.1,,,4.72,,,,,,0.0,,,10.7,,14.7,4.4,18.5,,21.0,17.2,0.96,5.4,,,4.8,0.6,2.6,21.0,74.0,3.0,4.0,100.0
3,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Yes,N,Yes,N,Y,Yes,15.4,,0.44,,3.1,0.2,4.59,,,15.8,2.2,11.7,1.01,0.87,10.0,0.1,,,4.91,,,,,,0.907,,,-19.9,,15.8,3.9,20.0,12.5,22.7,17.3,1.09,20.0,44.8,,25.4,,3.4,13.0,37.0,2.0,7.0,97.0
4,AL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.0,10.19,0.38,5.6,3.8,0.2,3.99,,1.11,16.7,,11.9,0.91,,8.4,0.1,,,4.65,,,,,,0.0,,,11.7,,14.7,4.7,18.8,12.2,22.7,18.8,1.03,15.2,53.8,2.0,14.0,,11.3,10.0,30.0,1.0,1.0,100.0
3,AL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,19.8,13.67,0.38,7.12,3.8,0.18,5.03,,1.11,13.9,2.17,13.3,1.11,0.86,8.1,0.1,14.4,,4.86,,,0.0,,,1.194,-24.3,15.9,13.0,,15.1,5.3,18.0,12.0,20.6,18.2,1.01,1.6,46.6,6.0,6.6,1.9,1.3,26.0,52.0,1.0,7.0,100.0
4,AL,Acute Care Hospitals,Government - State,Yes,Y,,Above the national average,Same as the national average,Same as the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,,9.26,0.38,4.83,3.3,0.19,4.35,,1.08,,,,0.86,,,0.1,,,4.37,,,,,,0.0,,,-29.7,,16.2,4.3,,,22.0,16.1,0.97,0.9,,,,,,34.0,63.0,3.0,,
4,AL,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,,Yes,N,Yes,N,Y,Yes,14.3,,0.45,,,0.19,4.17,,,14.9,,10.6,0.98,,7.6,0.1,,,4.72,,,,,,0.0,,,-18.7,,15.4,,20.1,12.8,19.0,17.3,0.9,22.9,,5.9,13.5,,,31.0,52.0,7.0,6.0,91.0
4,AL,Critical Access Hospitals,Voluntary non-profit - Private,No,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,Yes,Y,Yes,N,Y,Yes,16.4,,,,,,,,,,,10.6,,,7.6,,,,,,,,,,1.55,,,12.4,,15.7,,18.6,,22.2,17.3,,6.4,,,10.2,,2.3,29.0,54.0,4.0,6.0,95.0
3,AK,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,18.8,10.14,0.28,6.63,3.0,0.07,4.93,3.1,1.28,14.5,2.01,13.9,0.98,0.77,9.0,0.1,12.6,122.22,6.11,0.7509999999999999,0.35,2.2880000000000003,0.0,0.445,0.909,4.4,14.9,-14.4,12.3,13.2,4.1,18.7,9.9,17.5,14.6,0.91,4.6,48.6,,,0.2,0.0,35.0,51.0,1.0,,
3,AK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,No,N,No,N,Y,Yes,16.6,15.19,0.37,6.01,3.6,0.17,5.2,,1.09,15.2,2.13,13.7,1.09,0.85,9.2,0.1,14.3,,4.27,0.0,0.0,1.444,,,0.35700000000000004,-14.8,16.5,28.3,,16.1,4.7,18.9,12.0,21.4,16.8,0.8,5.6,,,15.6,2.0,0.7,31.0,53.0,2.0,5.0,100.0
4,AK,Acute Care Hospitals,Government - Local,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,21.2,,0.39,,2.4,0.22,4.05,,,14.5,,13.4,0.98,,10.9,0.1,,,4.71,,,,,,0.589,,,33.4,,15.4,3.9,18.8,11.9,22.3,17.0,0.9,2.8,,,12.6,,0.0,24.0,46.0,1.0,6.0,100.0
4,AK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,18.3,12.45,0.42,5.27,2.8,0.18,4.51,,1.09,15.7,2.77,11.7,1.0,0.86,7.9,0.1,12.4,,5.84,1.957,0.0,1.515,,,0.37,-38.7,15.4,-28.9,,14.6,3.9,19.5,12.1,19.2,15.8,0.83,4.6,52.3,5.5,4.6,0.2,0.7,8.0,48.0,0.0,,
3,AK,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,19.0,9.25,0.57,7.65,3.0,0.12,3.76,2.3,0.95,14.7,2.16,11.7,0.96,0.83,9.0,0.1,11.7,123.85,3.95,0.0,0.877,0.3670000000000001,,2.4,1.038,-6.9,16.0,-20.4,13.8,13.8,4.4,20.9,11.9,20.1,16.5,0.89,9.2,,,10.3,0.5,0.0,9.0,36.0,0.0,,
2,AK,Acute Care Hospitals,Tribal,Yes,Y,Same as the national average,,Same as the national average,,,,,N,,N,Y,,13.3,,0.4,,,0.25,,,,,,12.6,1.0,,7.5,0.1,,,,,,,,,,,,3.3,,14.6,,18.9,,21.1,15.1,0.77,,,,,,,,,,,
3,AK,Acute Care Hospitals,Government - Federal,Yes,Y,Same as the national average,Below the national average,Same as the national average,Below the national average,,,,Y,,Y,Y,,16.5,14.32,0.46,6.53,3.4,0.55,3.94,,1.09,15.3,2.12,11.9,1.15,1.27,6.6,0.1,14.1,145.4,5.46,0.481,0.0,1.941,,1.75,1.139,-26.0,15.8,74.4,,14.9,4.0,18.7,12.0,23.5,17.2,0.9,,,,,,,45.0,73.0,,,
3,AK,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.7,11.07,0.38,5.54,3.2,0.19,5.59,,1.11,17.1,2.21,11.9,1.01,0.87,7.9,0.1,13.3,,5.86,,,,,,2.167,,,40.9,,16.0,5.6,19.8,13.0,23.7,17.2,0.87,10.7,41.7,1.0,8.3,1.6,0.3,44.0,62.0,1.0,9.0,99.0
5,AK,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,,,Same as the national average,,,,,,,,,,18.1,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,15.4,,,,,16.4,,,,,22.9,0.0,,,,,,
3,AK,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,,,Same as the national average,Same as the national average,Same as the national average,,No,N,No,N,Y,Yes,15.1,,,,3.1,,,,,14.3,,13.0,,,8.1,,,,,,,,,,0.0,,,-3.0,,15.0,4.5,20.4,11.9,21.2,16.0,,7.9,,2.1,3.1,0.7,0.6,22.0,30.0,2.0,9.0,90.0
4,AK,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,,Same as the national average,,,,,,,,,,13.9,,,,,,,,,,,,,,7.7,,,,,,,,,,0.428,,,-20.1,,15.0,,19.2,,22.6,16.2,,7.8,61.2,,10.2,0.0,0.0,,,,9.0,100.0
2,AZ,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,Yes,Y,Yes,N,Y,Yes,15.7,,0.39,,,0.21,4.17,,,14.2,,,0.98,,7.8,0.12,,,4.68,0.0,,0.823,,,0.998,,,,,14.2,,21.0,,,16.1,0.93,0.0,,,,,,22.0,36.0,2.0,4.0,96.0
3,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.0,15.68,0.62,6.06,3.4,0.61,3.08,2.8,1.44,15.6,4.37,10.5,1.16,1.06,7.7,0.09,12.8,133.4,4.02,0.284,1.1909999999999998,0.389,1.699,1.07,0.63,3.6,15.5,-9.0,13.6,14.7,4.7,18.8,11.7,20.3,16.6,0.97,19.6,,5.7,10.2,,0.0,36.0,60.0,3.0,,
2,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,16.0,12.15,0.32,3.63,2.5,0.4,4.2,3.4,1.09,14.6,1.93,12.7,0.91,0.77,8.2,0.09,14.1,144.35,4.6,1.208,0.418,0.629,0.332,0.7390000000000001,1.062,11.0,16.7,-9.5,15.5,15.2,4.0,18.8,12.6,20.4,15.0,1.0,1.5,,4.3,11.0,3.1,0.9,37.0,53.0,3.0,,
4,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Yes,N,Yes,N,Y,Yes,14.1,10.08,0.4,6.38,2.4,0.13,3.96,,1.08,13.5,2.16,11.5,0.92,0.85,9.1,0.1,13.3,133.18,4.52,,1.371,0.0,,,1.878,-32.4,15.3,-28.7,,13.9,4.6,18.3,10.4,18.7,14.8,0.94,3.8,31.4,2.4,7.7,1.6,0.0,15.0,46.0,3.0,12.0,100.0
2,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.6,7.86,0.32,8.88,2.6,0.09,4.67,3.3,1.0,14.8,2.12,12.7,0.97,0.82,11.3,0.1,12.5,129.98,3.8,0.263,1.834,0.299,,0.579,0.7440000000000001,-20.0,15.2,-5.1,12.8,14.0,4.0,20.3,10.4,19.1,16.9,0.98,8.5,,3.8,7.2,1.2,4.4,22.0,77.0,1.0,,
2,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.6,10.27,0.36,6.08,2.6,0.09,3.91,,1.42,15.3,2.08,14.4,0.92,0.81,11.7,0.11,14.0,159.89,4.7,0.473,1.199,1.16,0.8079999999999999,0.677,1.04,-7.4,16.4,3.7,,14.6,3.9,18.5,12.8,20.8,16.6,1.01,1.6,,3.0,,,0.0,29.0,106.0,3.0,,
3,AZ,Acute Care Hospitals,Government - Local,Yes,Y,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,No,N,Y,Yes,17.9,11.56,0.71,4.83,2.6,0.62,3.11,5.1,1.01,16.4,2.6,13.3,1.01,0.82,10.6,0.1,14.5,155.54,5.65,0.7170000000000001,1.519,1.06,,,1.205,-16.0,15.3,-4.8,17.4,14.5,3.9,19.3,10.2,21.7,16.3,0.99,7.9,,4.0,10.3,1.1,15.5,26.0,65.0,2.0,8.0,94.0
2,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Yes,Y,Yes,Y,Y,Yes,16.1,16.42,0.38,5.25,2.6,0.23,2.13,3.0,1.43,14.2,2.05,12.0,1.0,0.82,9.8,0.09,12.4,155.3,4.62,0.55,0.28300000000000003,0.73,,1.194,0.794,20.4,15.3,37.5,12.9,14.8,4.3,20.5,11.8,21.2,19.1,0.99,11.4,31.9,4.0,5.5,1.7,7.0,20.0,100.0,2.0,,
3,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.7,14.52,0.45,7.95,3.3,0.32,5.42,2.7,1.22,17.8,2.12,13.1,1.21,0.83,7.9,0.09,14.4,132.82,4.11,1.501,0.95,1.465,,1.09,0.821,21.0,16.0,-1.7,13.8,15.3,4.4,20.4,12.2,21.0,16.0,0.97,10.8,55.1,,12.1,2.1,1.8,48.0,60.0,1.0,,
3,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Yes,Y,Yes,N,Y,Yes,15.6,14.32,0.42,5.17,3.0,0.16,5.15,,1.1,14.7,2.17,10.6,1.05,0.85,8.2,0.1,12.3,,5.01,0.892,0.0,0.0,,0.8190000000000001,0.607,0.2,15.5,64.0,,16.0,3.9,19.6,11.4,23.5,16.8,0.91,14.8,34.5,4.3,8.5,2.1,5.4,24.0,50.0,2.0,12.0,90.0
2,AZ,Acute Care Hospitals,Government - Local,Yes,Y,,Below the national average,Same as the national average,Same as the national average,Same as the national average,,Yes,Y,Yes,N,Y,Yes,17.3,11.47,0.44,6.4,,0.18,5.46,,1.11,,,11.0,1.05,,,0.1,,,5.33,1.118,1.932,1.058,,5.351,1.154,,,-3.1,,15.2,,,,21.7,15.7,0.94,4.3,,,6.1,,0.6,25.0,25.0,1.0,,
4,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,12.9,21.54,0.48,5.27,2.2,0.54,3.53,4.3,1.01,14.8,2.09,10.1,1.26,0.8,8.4,0.1,12.1,128.03,6.13,1.336,0.0,0.493,,0.835,1.113,14.0,15.8,-42.4,13.1,13.2,3.6,17.6,10.3,19.1,13.9,0.95,0.2,37.3,3.2,,,0.5,49.0,22.0,4.0,,
3,AZ,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,17.3,13.89,0.51,4.27,3.1,0.33,6.8,4.6,1.35,14.0,1.95,9.5,1.12,0.78,9.1,0.09,13.2,118.78,4.54,0.6659999999999999,0.5720000000000001,0.7120000000000001,1.579,0.63,0.8009999999999999,1.4,16.5,-16.9,14.5,15.7,4.3,20.9,12.5,19.8,16.2,0.99,3.7,28.6,9.9,14.4,0.9,0.3,13.0,21.0,1.0,7.0,94.0
2,AZ,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,,Yes,Y,Yes,N,Y,Yes,12.9,,0.33,5.66,2.4,0.14,3.19,2.7,1.1,18.1,2.13,10.3,0.9,0.83,8.4,0.1,15.0,145.54,5.34,0.331,0.8540000000000001,0.913,,0.0,0.923,-18.5,15.5,-24.8,13.6,15.8,4.2,19.9,11.4,22.5,17.6,1.03,1.1,,,5.6,0.0,,26.0,55.0,2.0,,
3,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,15.9,9.75,0.38,5.59,2.9,0.21,3.8,,1.11,14.0,2.2,12.2,0.9,0.87,9.0,0.1,12.8,,4.88,,,,,,1.296,-2.6,15.8,-22.4,,14.3,4.4,19.7,11.9,20.5,17.6,0.93,8.4,36.7,5.3,4.2,3.8,2.5,14.0,49.0,2.0,8.0,97.0
3,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,16.0,12.11,0.42,4.67,2.4,0.07,3.84,2.6,1.29,13.7,1.97,9.8,0.9,0.78,8.2,0.09,13.1,130.17,4.44,1.097,1.465,1.208,1.203,1.349,1.205,-18.7,15.4,-21.7,10.6,14.6,4.5,17.6,11.6,20.4,16.1,0.99,0.6,,1.1,10.2,1.2,0.0,19.0,33.0,1.0,9.0,91.0
2,AZ,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,,Yes,N,Yes,N,Y,Yes,16.5,12.29,0.42,6.76,2.4,0.17,3.17,2.6,1.05,,2.21,13.7,0.99,1.28,9.8,0.1,15.2,,5.53,3.699,1.117,1.048,,1.671,0.503,10.0,17.0,25.1,12.8,15.7,3.8,21.0,,22.1,16.8,0.96,0.0,,,,1.0,,45.0,66.0,1.0,18.0,92.0
2,AZ,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Above the national average,Yes,Y,Yes,Y,Y,Yes,15.4,7.67,0.38,5.39,2.1,0.08,5.44,3.6,1.39,16.8,2.15,9.4,0.89,0.84,10.6,0.11,15.0,147.06,4.75,0.957,1.298,1.338,,0.525,1.007,1.0,16.8,1.2,12.8,14.3,3.9,20.5,12.8,22.4,16.7,1.03,0.2,,6.6,,2.1,0.0,23.0,44.0,1.0,,
2,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,No,Y,Y,Yes,15.8,12.49,0.54,5.73,3.5,0.53,4.7,,1.11,18.0,2.15,13.1,1.1,0.86,9.5,0.1,13.3,,5.18,,2.318,0.511,,,0.8690000000000001,17.2,17.3,-0.9,,16.7,5.3,20.1,14.2,21.9,18.6,0.96,14.1,44.1,4.9,8.2,2.4,4.2,47.0,86.0,4.0,10.0,95.0
3,AZ,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Yes,Y,Yes,N,Y,Yes,13.8,15.78,0.32,4.68,2.7,0.33,2.67,4.0,1.23,13.3,2.14,13.5,0.98,0.85,6.5,0.11,15.5,148.92,4.8,0.217,2.762,0.578,,2.864,1.253,21.3,17.2,70.2,13.8,16.0,4.8,21.2,13.1,24.4,20.2,0.91,15.4,32.6,5.0,6.0,1.6,10.3,39.0,60.0,2.0,,
3,AZ,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Yes,Y,Yes,N,Y,Yes,14.5,6.85,0.33,5.02,2.0,0.07,3.65,2.6,0.87,12.7,2.51,10.9,0.73,0.79,8.2,0.09,12.6,137.49,3.63,0.539,1.346,0.583,1.359,1.339,0.685,-2.1,15.4,-1.6,12.2,13.8,4.2,19.6,11.4,21.1,16.3,0.92,3.1,,,5.2,2.0,0.6,22.0,56.0,1.0,34.0,46.0
4,AZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Yes,N,Yes,N,Y,Yes,14.5,7.92,0.48,5.12,2.5,0.16,3.69,,1.09,13.1,2.71,11.1,0.83,0.85,8.2,0.1,13.6,,4.93,0.932,1.493,1.384,,,0.425,-25.0,16.0,-44.4,,14.3,4.0,19.6,11.2,19.1,15.2,0.9,11.1,38.2,3.7,7.1,1.5,10.3,23.0,64.0,1.0,4.0,91.0
